id,isbn13,isbn10,title,language,binding,release_date,edition,pages,dimensions,rating,publisher,author,copies
121,9781598530414,1598530410,American Food Writing: An Anthology with Classic Recipes,English,Paperback,2009-01-01,,,,1.5,Library of America,Molly O'Neill,11
122,9781931082099,193108209X,Baseball: A Literary Anthology,English,Hardcover,2002-02-01,1,721,6.28 (w) x 9.43 (h) x 1.59 (d),3.1,Library of America,Nicholas Dawidoff,18
123,9780896086265,896086267,Loving in the War Years: Lo que nunca paso por sus labios,English,Paperback,2000-09-01,2ND,264,5.30 (w) x 8.30 (h) x 0.50 (d),3.6,South End Press,Cherrie Moraga,15
124,9781423606994,142360699X,Don't Squat With Your Spurs On: A Cowboy's Guide to Life,English,Paperback,2009-10-01,Revised,128,4.20 (w) x 6.70 (h) x 0.50 (d),2.9,"Smith, Gibbs Publisher",Texas Bix Bender,4
125,9780806639628,806639628,Listening For God Reader Volume 3,English,Paperback,2000-02-01,New Edition,160,5.50 (w) x 8.50 (h) x 0.34 (d),3.5,"Augsburg Fortress, Publishers","Paula J. Carlson (Editor), Peter S. Hawkins",7
126,9780375761270,375761276,Fierce Pajamas: An Anthology of Humor Writing from the New Yorker,English,Paperback,2002-10-01,Reprint,528,6.14 (w) x 9.20 (h) x 1.12 (d),2.7,Random House Publishing Group,"David Remnick (Editor), Henry Finder",13
127,9780231080286,023108028X,The Top 500 Poems,English,Hardcover,1992-01-01,,1132,6.29 (w) x 9.32 (h) x 1.97 (d),1.7,Columbia University Press,William Harmon,8
128,9781598530315,1598530313,True Crime: An American Anthology,English,Hardcover,2008-09-01,,900,5.96 (w) x 10.92 (h) x 2.02 (d),1.0,Library of America,Harold Schechter,18
129,9780061174070,61174076,"I Am Not My Breast Cancer: Women Talk Openly about Love and Sex, Hair Loss and Weight Gain, Mothers and Daughters, and Being a Woman with Breast Cancer",English,Paperback,2008-09-01,,,,4.3,HarperCollins Publishers,"Ruth Peltason, Peter I. Pressman",1
130,9780321113412,321113411,African American Literature (Penguin Academics Series),English,Paperback,2004-01-01,1st Edition,1376,5.40 (w) x 8.20 (h) x 1.60 (d),4.6,Longman,"Keith Gilyard, Anissa Wardi, Anissa Wardi, Keith Gilyard",15
131,9780205779390,205779395,"Anthology of American Literature, Volume I",English,Paperback,2010-07-01,10th Edition,2256,6.40 (w) x 9.20 (h) x 2.00 (d),2.4,Longman,"George McMichael, David Bradley, Shelley Fisher Fishkin, Dana D. Nelson, James S. Leonard",4
132,9780547201948,054720194X,"The Heath Anthology of American Literature: Modern Period (1910?1945), Volume D",English,Paperback,2009-02-01,6th Edition,1138,6.10 (w) x 9.10 (h) x 1.30 (d),2.7,Cengage Learning,"Kirk Curnutt, Paul Lauter, Jackson Bryer, Richard Yarborough, John Alberti",11
133,9780375415043,375415041,Poems of New York,English,Hardcover,2002-08-01,,256,4.34 (w) x 6.49 (h) x 0.74 (d),3.5,Knopf Doubleday Publishing Group,"Elizabeth Schmidt (Editor), Kevin Young",5
134,9780679767992,679767991,American Dreams,English,Paperback,1996-06-01,1st Vintage Books Edition,192,5.18 (w) x 8.02 (h) x 0.43 (d),4.6,Knopf Doubleday Publishing Group,Sapphire,1
135,9780684823072,684823071,"Black Theatre USA, V2: Plays by African Americans 1935-Today, Vol. 2",English,Hardcover,1996-02-01,Revised and Expanded Edition,528,7.00 (w) x 9.90 (h) x 1.30 (d),4.1,Simon & Schuster Adult Publishing Group,"Ted Shine, Ted Shine, James Vernon Hatch, James V. Hatch (Editor), Ted Shine",16
136,9780451529633,451529634,The Signet Classic Book of American Short Stories,English,Mass Market Paperback,2004-11-01,Reissue,688,4.38 (w) x 6.88 (h) x 1.14 (d),1.6,Penguin Group (USA),Burton Raffel,2
137,9780812975093,081297509X,The American Transcendentalists: Essential Writings,English,Paperback,2006-01-01,,640,5.17 (w) x 7.99 (h) x 1.26 (d),3.5,Random House Publishing Group,Lawrence Buell,12
138,9781881847083,188184708X,Finding Freedom: Writings from Death Row,English,Paperback,1997-09-01,,179,5.49 (w) x 8.53 (h) x 0.64 (d),1.5,Padma Publishing,"Jarvis Jay Masters, Melody E. Chavis",17
139,9780618197354,618197354,The Best American Short Stories 2004,English,Paperback,2004-10-01,~,498,1.11 (w) x 5.50 (h) x 8.50 (d),2.4,Houghton Mifflin Harcourt,"Lorrie Moore, Katrina Kenison",17
140,9780814775721,814775721,New York Stories: The Best of the City Section of the New York Times,English,Paperback,2005-05-01,1st Edition,303,6.04 (w) x 9.04 (h) x 0.74 (d),2.1,New York University Press,"Constance Rosenblum (Editor), Connie Rosenblum",16
141,9780451527820,451527828,Black Voices: An Anthology of African-American Literature,English,Mass Market Paperback,2001-04-01,Reissue,720,4.26 (w) x 6.86 (h) x 1.17 (d),4.5,Penguin Group (USA),"Various, Abraham Chapman",3
142,9781400077182,1400077184,Bordering Fires: The Vintage Book of Contemporary Mexican and Chicano/a Literature,English,Paperback,2006-10-01,,304,5.25 (w) x 7.96 (h) x 0.66 (d),1.7,Knopf Doubleday Publishing Group,Cristina Garcia,9
143,9781557837493,155783749X,The Best American Short Plays 2007-2008,English,Paperback,2009-08-01,,,,3.4,Applause Theatre Book Publishers,Barbara Parisi,11
144,9780393316988,039331698X,Postmodern American Fiction: A Norton Anthology,English,Paperback,1997-09-01,1 ED,704,5.70 (w) x 9.20 (h) x 1.20 (d),4.6,"Norton, W. W. & Company, Inc.","Paula Geyh, Andrew Levy (Editor), Fred G. Leebron",2
145,9780813538624,813538629,Bronx Accent: A Literary and Pictorial History of the Borough,English,Paperback,2006-03-01,Reprint,330,7.00 (w) x 9.90 (h) x 0.90 (d),3.6,Rivergate Books,"Lloyd Ultan, Barbara Unger",3
146,9780486294506,486294501,Native American Songs and Poems: An Anthology,English,Paperback,1996-09-01,Special Value,64,5.25 (w) x 8.25 (h) x 0.15 (d),3.4,Dover Publications,Brian Swann,1
147,9780618751181,618751181,The Best American Sports Writing 2008,English,Paperback,2008-10-01,,448,5.40 (w) x 8.10 (h) x 1.10 (d),1.2,Houghton Mifflin Harcourt,"William Nack (Editor), Glenn Stout",14
148,9781440151514,1440151512,The Lost Algonquin Round Table,English,Paperback,2009-07-01,,300,0.63 (w) x 5.50 (h) x 8.50 (d),2.4,"iUniverse, Incorporated","Nat Benchley (Editor), Kevin C. Fitzpatrick",15
149,9780822220763,822220768,Thom Pain (based on nothing),English,Paperback,2005-11-01,,32,52.50 (w) x 75.00 (h) x 2.50 (d),2.1,"Dramatists Play Service, Incorporated",Will Eno,17
150,9780896086999,896086992,Death Blossoms: Reflections from a Prisoner of Conscience,English,Paperback,2003-07-01,,,,3.2,South End Press,"Mumia Abu-Jamal, Cornel West (Foreword by), Julia Wright",9
151,9781581825237,1581825234,"B. O. O. B. S.: A Bunch of Outrageous Breast-Cancer Survivors Tell Their Stories of Courage, Hope and Healing",English,Paperback,2006-01-01,,336,5.90 (w) x 8.90 (h) x 1.10 (d),4.2,Turner Publishing Company,Ann Kempner Fisher,10
152,9781598530513,1598530518,Becoming Americans: Four Centuries of Immigrant Writing,English,Hardcover,2009-10-01,,850,6.06 (w) x 8.46 (h) x 1.68 (d),1.5,Library of America,"Ilan Stavans (Editor), Pete Hamill",5
153,9780618379026,618379029,Dream Me Home Safely: Writers on Growing Up in America,English,Paperback,2003-10-01,,238,0.54 (w) x 5.50 (h) x 8.50 (d),4.6,Houghton Mifflin Harcourt,"Susan Richards Shreve (Editor), Marian Wright Edelman President",8
154,9780618427055,618427058,The Best American Short Stories 2005,English,Paperback,2005-10-01,,432,5.50 (w) x 8.25 (h) x 1.06 (d),4.4,Houghton Mifflin Harcourt,"Michael Chabon, Katrina Kenison",8
155,9781590170380,1590170385,The Stuffed Owl: An Anthology of Bad Verse,English,Paperback,2003-03-01,,264,5.00 (w) x 8.00 (h) x 0.70 (d),2.4,New York Review of Books,"D.B. Wyndham Lewis (Editor), Charles Lee (Editor), D. B. Lewis (Editor), Charles Lee (Editor), Billy Collins",11
156,9780077239053,77239059,"The American Tradition in Literature, Volume 2 (book alone)",English,Paperback,2008-10-01,12nd Edition,2160,6.00 (w) x 9.10 (h) x 2.00 (d),3.9,"McGraw-Hill Companies, The","George Perkins, Barbara Perkins",16
157,9780195144567,195144562,American Working-Class Literature: An Anthology,English,Paperback,2006-08-01,1st Edition,960,9.20 (w) x 6.30 (h) x 1.30 (d),4.1,"Oxford University Press, USA","Nicholas Coles, Janet Zandy, Janet Zandy",14
158,9781569472187,1569472181,The Butterfly's Way: Voices from the Haitian Dyaspora in the United States,English,Paperback,2003-07-01,,280,5.51 (w) x 8.14 (h) x 0.71 (d),2.6,"Soho Press, Incorporated",Edwidge Danticat,12
159,9780312412081,312412088,Bedford Anthology of American Literature: Volume Two: 1865 to Present,English,Paperback,2008-02-01,1st Edition,1632,6.90 (w) x 9.10 (h) x 1.80 (d),3.9,Bedford/St. Martin's,"Susan Belasco, Linck Johnson",1
160,9780393318739,393318737,"Titanica: The Disaster of the Century in Poetry, Song and Prose",English,Paperback,1998-09-01,1 ED,128,5.50 (w) x 8.30 (h) x 0.60 (d),3.9,"Norton, W. W. & Company, Inc.","Steven Biel (Editor), Steven Biel",9
161,9781893996380,1893996387,The Unswept Path: Contemporary American Haiku,English,Paperback,2005-09-01,Volume 8,,,2.4,White Pine Press,"John Brandi (Editor), Dennis Maloney",1
162,9780312115524,312115520,"The Vietnam War in American Stories, Songs, and Poems",English,Paperback,1995-08-01,1st Edition,343,5.40 (w) x 8.30 (h) x 0.80 (d),4.1,Bedford/St. Martin's,H. Bruce Franklin,8
163,9780618983223,618983228,The Best American Essays 2008,English,Paperback,2008-10-01,1st Edition,320,5.40 (w) x 8.10 (h) x 0.80 (d),3.0,Houghton Mifflin Harcourt,"Adam Gopnik (Editor), Robert Atwan",14
164,9780743299756,743299752,The Best American Poetry 2008,English,Paperback,2008-09-01,,224,8.34 (w) x 10.90 (h) x 0.58 (d),1.2,Simon & Schuster Adult Publishing Group,"Charles Wright (Editor), David Lehman",20
165,9781598530421,1598530429,Poems from the Women's Movement,English,Hardcover,2009-04-01,New Edition,200,4.80 (w) x 7.60 (h) x 1.00 (d),3.3,Library of America,Honor Moore,17
166,9780806628448,806628448,Listening for God: Contemporary Literature And The Life Of Faith: Volume 2,English,Paperback,1998-01-01,New Edition,160,5.42 (w) x 8.40 (h) x 0.45 (d),3.4,"Augsburg Fortress, Publishers","Paula J. Carlson, Peter S. Hawkins",18
167,9780393040012,393040011,The Norton Anthology of African American Literature,English,Hardcover,1996-11-01,Older Edition,,,2.4,"Norton, W. W. & Company, Inc.","Henry Louis Gates Jr., Nellie Y. McKay",13
168,9781615580194,1615580190,The Best American Sports Writing 2008,English,Paperback,2008-10-01,Bargain,,,3.6,Houghton Mifflin Harcourt,"William Nack (Editor), Glenn Stout",6
169,9780811844949,811844943,New Orleans Stories: Great Writers on the City,English,Paperback,2004-06-01,,224,6.12 (w) x 9.12 (h) x 0.62 (d),1.1,Chronicle Books LLC,"John Miller (Editor), Genevieve Anderson (Editor), Andrei Codrescu",9
170,9780826217790,826217796,Sporting Lives: Metaphor and Myth in American Sports,English,Hardcover,2008-02-01,index,184,6.00 (w) x 9.00 (h) x 0.70 (d),4.0,University of Missouri Press,James W. Pipkin,7
171,9780321116246,321116240,"American Literature, Volume II (Penguin Academics Series)",English,Paperback,2003-12-01,2nd Edition,1584,5.40 (w) x 8.00 (h) x 1.70 (d),4.1,Longman,William E. Cain,11
172,9781558490413,1558490418,After Frost: Anthol Poetry From N E,English,Paperback,1996-09-01,1st Edition,240,6.01 (w) x 8.97 (h) x 0.79 (d),1.3,University of Massachusetts Press,"Henry Lyman (Editor), Robert Frost (With), Wallace Stevens",11
